W1_ideo5,text,created_at,status_id,annotation_html,annotation_instruction,annotation_response,annotation_flagged
2,"RT @AndrewBatesNC: .@JoeBiden: ""You know what is actually threatening our suburbs? Wildfires are burning the suburbs in the West. Floods ar…",2020-09-14T19:02:07Z,1305582616683393e3,"<div style='padding: 10px; margin: 10px;'><p>RT @AndrewBatesNC: .@JoeBiden: ""You know what is actually threatening our suburbs? Wildfires are burning the suburbs in the West. Floods ar…</p><p style='font-size: 10px;'>2020-09-14 19:02:07</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
2,"RT @middleageriot: Ironically, white supremacists elected a white president who consistently proves himself inferior to a black one.

#Obam…",2020-02-18T03:53:47Z,1229614963863490600,"<div style='padding: 10px; margin: 10px;'><p>RT @middleageriot: Ironically, white supremacists elected a white president who consistently proves himself inferior to a black one.

#Obam…</p><p style='font-size: 10px;'>2020-02-18 03:53:47</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
2,"Strange how they told us to be afraid of caravans, Muslims, and people of color, but the people doing the most killing and destruction are White extremists.",2020-12-27T02:02:37Z,1343014393148129300,"<div style='padding: 10px; margin: 10px;'><p>Strange how they told us to be afraid of caravans, Muslims, and people of color, but the people doing the most killing and destruction are White extremists.</p><p style='font-size: 10px;'>2020-12-27 02:02:37</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
2,"RT @NYCGovCuomo: NO KNEELING!
https://t.co/bi41tjOA06",2020-06-05T20:36:12Z,1269005120408293400,"<div style='padding: 10px; margin: 10px;'><p>RT @NYCGovCuomo: NO KNEELING!
https://t.co/bi41tjOA06</p><p style='font-size: 10px;'>2020-06-05 20:36:12</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
2,"@LucyPesk @pygmalionundone @OSDA4Life @Shirley_I_Jest @DoingJack @oXxRowanxXo @ThemDems @SteffieEffie1 @nathaliejacoby1 @okie_so @fake_biden @LettuceCrisper @LisaPoppenberg @Luv2salzzaNina @samosvijet @drodvik52 I'm going to try to make them in the air fryer so they won't be greasy, and the caroling books won't slip out of anyone's hands (Jewish people know the words to Xmas carols better than a lot of people who actually celebrate Xmas).",2020-12-12T03:38:04Z,1337602593254756400,"<div style='padding: 10px; margin: 10px;'><p>@LucyPesk @pygmalionundone @OSDA4Life @Shirley_I_Jest @DoingJack @oXxRowanxXo @ThemDems @SteffieEffie1 @nathaliejacoby1 @okie_so @fake_biden @LettuceCrisper @LisaPoppenberg @Luv2salzzaNina @samosvijet @drodvik52 I'm going to try to make them in the air fryer so they won't be greasy, and the caroling books won't slip out of anyone's hands (Jewish people know the words to Xmas carols better than a lot of people who actually celebrate Xmas).</p><p style='font-size: 10px;'>2020-12-12 03:38:04</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
2,"The Attorney General failed to acknowledge the white nationalists involved in the protests, as warned by every Minnesota official who has spoken today.",2020-05-30T23:23:02Z,1266872780420759600,"<div style='padding: 10px; margin: 10px;'><p>The Attorney General failed to acknowledge the white nationalists involved in the protests, as warned by every Minnesota official who has spoken today.</p><p style='font-size: 10px;'>2020-05-30 23:23:02</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
2,"#Trump is doing what America has always done, when in doubt blame the black dude! #TeamDl",2020-03-14T19:35:55Z,1238911756367347700,"<div style='padding: 10px; margin: 10px;'><p>#Trump is doing what America has always done, when in doubt blame the black dude! #TeamDl</p><p style='font-size: 10px;'>2020-03-14 19:35:55</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
2,@MysterySolvent Do we know the identity of all of his kids? It's quite possible there are more out there.,2020-01-06T00:56:44Z,1213987731463921700,<div style='padding: 10px; margin: 10px;'><p>@MysterySolvent Do we know the identity of all of his kids? It's quite possible there are more out there.</p><p style='font-size: 10px;'>2020-01-06 00:56:44</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
3,"For Whites Only? Jim Crow Laws Return To Lincoln County, Oregon https://t.co/uxKgvRb42j",2020-06-27T19:27:48Z,1276960441592352800,"<div style='padding: 10px; margin: 10px;'><p>For Whites Only? Jim Crow Laws Return To Lincoln County, Oregon https://t.co/uxKgvRb42j</p><p style='font-size: 10px;'>2020-06-27 19:27:48</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
3,Trump thanked 'great people' shown in Twitter video in which a man chants 'white power' https://t.co/9nFGpLe6jw,2020-06-28T19:11:53Z,1277318823201452e3,<div style='padding: 10px; margin: 10px;'><p>Trump thanked 'great people' shown in Twitter video in which a man chants 'white power' https://t.co/9nFGpLe6jw</p><p style='font-size: 10px;'>2020-06-28 19:11:53</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
3,RT @Kingwole: This messed me up man. Imagine the load this boy is carrying at his young age 😭 https://t.co/5tJLyi1rCf,2020-05-23T03:32:53Z,1264036554697310200,<div style='padding: 10px; margin: 10px;'><p>RT @Kingwole: This messed me up man. Imagine the load this boy is carrying at his young age 😭 https://t.co/5tJLyi1rCf</p><p style='font-size: 10px;'>2020-05-23 03:32:53</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
3,"RT @pulte: I love
You
Black people
Brown people
White people
Every person
Atheists
God lovers
God haters
Democrats
Republicans
Haters
Lover…",2020-07-02T23:46:11Z,1278837402266751e3,"<div style='padding: 10px; margin: 10px;'><p>RT @pulte: I love
You
Black people
Brown people
White people
Every person
Atheists
God lovers
God haters
Democrats
Republicans
Haters
Lover…</p><p style='font-size: 10px;'>2020-07-02 23:46:11</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
3,RT @MattWalshBlog: People actually think the government can magically freeze the economy like a pound of beef and then thaw it again in a f…,2020-03-30T00:20:22Z,1244419160643379200,<div style='padding: 10px; margin: 10px;'><p>RT @MattWalshBlog: People actually think the government can magically freeze the economy like a pound of beef and then thaw it again in a f…</p><p style='font-size: 10px;'>2020-03-30 00:20:22</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
3,Trump Proves He's Not A Racist By Showing His Rejection Letter From The KKK https://t.co/X7iT2K6jaE,2020-08-02T06:30:17Z,1289810735397105700,<div style='padding: 10px; margin: 10px;'><p>Trump Proves He's Not A Racist By Showing His Rejection Letter From The KKK https://t.co/X7iT2K6jaE</p><p style='font-size: 10px;'>2020-08-02 06:30:17</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
3,"RT @JackPosobiec: 99% of the Seattle Autonomous Zone is affluent white people sitting around, tagging walls, getting high, and posting self…",2020-06-14T03:12:34Z,127200397412898e4,"<div style='padding: 10px; margin: 10px;'><p>RT @JackPosobiec: 99% of the Seattle Autonomous Zone is affluent white people sitting around, tagging walls, getting high, and posting self…</p><p style='font-size: 10px;'>2020-06-14 03:12:34</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
3,This was a question about black parents giving their kids The Talk and it turned into a discussion of criminality. 🧐🧐🧐,2020-10-23T02:26:03Z,1319465075539910700,<div style='padding: 10px; margin: 10px;'><p>This was a question about black parents giving their kids The Talk and it turned into a discussion of criminality. 🧐🧐🧐</p><p style='font-size: 10px;'>2020-10-23 02:26:03</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
3,"RT @indystar: Satchuel Cole, leader in the fight for racial equality in Indianapolis, lied about own race https://t.co/ATlMcIJYXm https://t…",2020-09-18T23:15:06Z,1307095835545612300,"<div style='padding: 10px; margin: 10px;'><p>RT @indystar: Satchuel Cole, leader in the fight for racial equality in Indianapolis, lied about own race https://t.co/ATlMcIJYXm https://t…</p><p style='font-size: 10px;'>2020-09-18 23:15:06</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
3,"Well when your 'leadership' considers 'White lives matter'  painted on a sidewalk as.....RACIST, then I say the City of Martinez is doing nothing but stirring up more hate against a select group of people simply due to their lack of color in their skin. https://t.co/Qgib7il82G",2020-07-10T13:26:24Z,1281580533848461300,"<div style='padding: 10px; margin: 10px;'><p>Well when your 'leadership' considers 'White lives matter'  painted on a sidewalk as.....RACIST, then I say the City of Martinez is doing nothing but stirring up more hate against a select group of people simply due to their lack of color in their skin. https://t.co/Qgib7il82G</p><p style='font-size: 10px;'>2020-07-10 13:26:24</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
3,"RT @FictionsofHaiti: “Meet the proud legacy of the Bourbons. When they couldn’t re-enslave the Haitian people, they settled for impoverishi…",2020-06-05T14:02:00Z,1268905915471859700,"<div style='padding: 10px; margin: 10px;'><p>RT @FictionsofHaiti: “Meet the proud legacy of the Bourbons. When they couldn’t re-enslave the Haitian people, they settled for impoverishi…</p><p style='font-size: 10px;'>2020-06-05 14:02:00</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
3,RT @PaulPalandri2: It is tacit acceptance. Actually it is quite amusing to them. But they got the memo that burning down cities and looting…,2020-08-29T01:47:54Z,1299524145508749300,<div style='padding: 10px; margin: 10px;'><p>RT @PaulPalandri2: It is tacit acceptance. Actually it is quite amusing to them. But they got the memo that burning down cities and looting…</p><p style='font-size: 10px;'>2020-08-29 01:47:54</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
3,RT @TheMorningSpew2: White girl explains about racism. https://t.co/nVGdL4pnAI,2020-05-29T21:34:52Z,126648316872883e4,<div style='padding: 10px; margin: 10px;'><p>RT @TheMorningSpew2: White girl explains about racism. https://t.co/nVGdL4pnAI</p><p style='font-size: 10px;'>2020-05-29 21:34:52</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
3,RT @tanerelle: a reminder that black people do not have to be excellent to deserve not to be killed by the police.,2020-05-27T21:44:33Z,12657608293975e5,<div style='padding: 10px; margin: 10px;'><p>RT @tanerelle: a reminder that black people do not have to be excellent to deserve not to be killed by the police.</p><p style='font-size: 10px;'>2020-05-27 21:44:33</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
3,RT @robinthede: racists love throwing MLK quotes at us like they didn’t murder him,2020-05-30T14:03:24Z,1266731942306885600,<div style='padding: 10px; margin: 10px;'><p>RT @robinthede: racists love throwing MLK quotes at us like they didn’t murder him</p><p style='font-size: 10px;'>2020-05-30 14:03:24</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
3,Walgreens in Chicago calls the cops on a young black man for no reason at all https://t.co/OlnE0QvW83,2020-11-24T19:58:22Z,1331326310988263400,<div style='padding: 10px; margin: 10px;'><p>Walgreens in Chicago calls the cops on a young black man for no reason at all https://t.co/OlnE0QvW83</p><p style='font-size: 10px;'>2020-11-24 19:58:22</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
3,"You don't even need to IMAGINE what would have happened had hundreds of armed black men stormed DC if Trump won. 

You know what would have happened.",2020-12-13T18:18:40Z,1338186590095433700,"<div style='padding: 10px; margin: 10px;'><p>You don't even need to IMAGINE what would have happened had hundreds of armed black men stormed DC if Trump won. 

You know what would have happened.</p><p style='font-size: 10px;'>2020-12-13 18:18:40</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
3,"RT @MattWalshBlog: Cardi B admitted to drugging and robbing men and yet remains a mainstream pop star with major endorsements, while other…",2020-08-11T08:44:06Z,1293105901390434300,"<div style='padding: 10px; margin: 10px;'><p>RT @MattWalshBlog: Cardi B admitted to drugging and robbing men and yet remains a mainstream pop star with major endorsements, while other…</p><p style='font-size: 10px;'>2020-08-11 08:44:06</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
3,Just watched Good Boy on HULU'S Into The Dark. Best one yet. Thanks Hulu @intothedarkhulu,2020-07-12T04:11:40Z,1282165706826543e3,<div style='padding: 10px; margin: 10px;'><p>Just watched Good Boy on HULU'S Into The Dark. Best one yet. Thanks Hulu @intothedarkhulu</p><p style='font-size: 10px;'>2020-07-12 04:11:40</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
3,"@DanaManchild @pam_sands My issue is not with @MichelleObama feeling cheated but with the idea that Blacks somehow 'owe' someone their vote due to the color of their skin. By that way of thinking , Whites therefore would be expected to vote for only White candidates. Is that any way to run a Country?",2020-05-08T14:01:43Z,1258758986335207400,"<div style='padding: 10px; margin: 10px;'><p>@DanaManchild @pam_sands My issue is not with @MichelleObama feeling cheated but with the idea that Blacks somehow 'owe' someone their vote due to the color of their skin. By that way of thinking , Whites therefore would be expected to vote for only White candidates. Is that any way to run a Country?</p><p style='font-size: 10px;'>2020-05-08 14:01:43</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
3,"Kelly Loeffler Keeps Posing For Photos With White Supremacists And Other Extremists
https://t.co/NRtLm2CX7V",2020-12-18T15:30:12Z,1339956134069694500,"<div style='padding: 10px; margin: 10px;'><p>Kelly Loeffler Keeps Posing For Photos With White Supremacists And Other Extremists
https://t.co/NRtLm2CX7V</p><p style='font-size: 10px;'>2020-12-18 15:30:12</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
